TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold	Best_annotation_level	Best_PWM_or_model	N_nonempty_annotation_columns
A0A087WVZ7	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,zf-met,zf-H2C2_2,zf-C2H2_6			M00142_2.00 (55.6%);M00769_2.00 (51.5%);M00774_2.00 (51.5%);M00782_2.00 (56.8%);M00939_2.00 (62.3%);M00943_2.00 (63.5%);M00944_2.00 (65.8%);M00945_2.00 (55.1%);M00948_2.00 (65.8%);M00950_2.00 (64.7%);M00952_2.00 (65.8%);M00953_2.00 (67.0%);M00955_2.00 (65.8%);M00958_2.00 (65.8%);M00959_2.00 (62.3%);M00960_2.00 (64.7%);M01474_2.00 (50.9%);M02913_2.00 (51.0%);M02924_2.00 (63.7%);M04387_2.00 (54.9%);M04465_2.00 (53.5%);M04505_2.00 (55.8%);M04536_2.00 (51.0%);M04590_2.00 (50.0%);M04598_2.00 (59.1%);M04611_2.00 (51.5%);M04613_2.00 (57.9%);M04621_2.00 (53.6%);M04650_2.00 (58.3%);M04653_2.00 (61.2%);M05853_2.00 (50.3%);M06179_2.00 (52.8%);M07562_2.00 (54.3%);M07565_2.00 (51.9%);M07566_2.00 (52.3%);M07578_2.00 (52.7%);M07581_2.00 (53.5%);M07582_2.00 (52.4%);M07586_2.00 (50.1%);M07590_2.00 (56.3%);M07598_2.00 (56.3%);M07600_2.00 (56.0%);M07610_2.00 (62.3%);M07613_2.00 (60.5%);M07618_2.00 (51.0%);M07620_2.00 (53.1%);M07628_2.00 (50.7%);M07634_2.00 (51.7%);M07635_2.00 (53.8%);M07645_2.00 (51.1%);M07646_2.00 (53.2%);M07649_2.00 (54.2%);M07654_2.00 (51.8%);M07656_2.00 (50.8%);M07657_2.00 (53.5%);M07658_2.00 (53.8%);M07662_2.00 (51.8%);M07667_2.00 (55.9%);M07679_2.00 (51.2%);M07683_2.00 (55.4%);M07685_2.00 (52.5%);M07687_2.00 (55.9%);M07689_2.00 (56.9%);M07699_2.00 (51.7%);M07700_2.00 (55.1%);M07701_2.00 (53.7%);M07702_2.00 (50.1%);M07703_2.00 (50.1%);M07712_2.00 (54.3%);M07714_2.00 (50.7%);M07715_2.00 (56.0%);M07720_2.00 (50.5%);M07723_2.00 (50.1%);M07729_2.00 (50.1%);M07754_2.00 (54.3%);M07761_2.00 (54.1%);M07764_2.00 (56.7%);M07767_2.00 (53.1%);M07775_2.00 (51.4%);M08252_2.00 (53.3%);M08254_2.00 (55.2%);M08255_2.00 (52.2%);M08267_2.00 (55.5%);M08274_2.00 (52.5%);M08291_2.00 (51.2%);M08295_2.00 (51.8%);M08309_2.00 (53.6%);M08311_2.00 (52.0%);M08314_2.00 (59.6%);M08325_2.00 (58.6%);M08329_2.00 (51.5%);M08330_2.00 (53.6%);M08334_2.00 (54.5%);M08335_2.00 (50.0%);M08347_2.00 (55.2%);M08355_2.00 (57.0%);M08371_2.00 (51.6%);M08373_2.00 (54.8%);M08375_2.00 (57.2%);M08381_2.00 (50.5%);M08392_2.00 (52.7%);M08395_2.00 (51.1%);M08860_2.00 (50.7%);M08887_2.00 (58.1%);M08901_2.00 (56.3%);M08921_2.00 (50.1%);M08934_2.00 (56.8%);M08944_2.00 (59.6%);M08949_2.00 (51.8%);M08985_2.00 (52.4%);MA0130.1 (50.3%);MA0528.1 (52.9%);MA1124.1 (61.4%);MA1154.1 (50.9%);MA1155.1 (51.2%);MA1587.1 (56.8%);MA1589.1 (53.6%);MA1596.1 (50.8%);MA1597.1 (55.7%);MA1599.1 (52.2%);MA1600.1 (53.2%);MA1601.1 (55.4%);MA1602.1 (54.7%);MA1656.1 (53.2%)			Relatively_Homologous_PWM	M00142_2.00 (55.6%);M00769_2.00 (51.5%);M00774_2.00 (51.5%);M00782_2.00 (56.8%);M00939_2.00 (62.3%);M00943_2.00 (63.5%);M00944_2.00 (65.8%);M00945_2.00 (55.1%);M00948_2.00 (65.8%);M00950_2.00 (64.7%);M00952_2.00 (65.8%);M00953_2.00 (67.0%);M00955_2.00 (65.8%);M00958_2.00 (65.8%);M00959_2.00 (62.3%);M00960_2.00 (64.7%);M01474_2.00 (50.9%);M02913_2.00 (51.0%);M02924_2.00 (63.7%);M04387_2.00 (54.9%);M04465_2.00 (53.5%);M04505_2.00 (55.8%);M04536_2.00 (51.0%);M04590_2.00 (50.0%);M04598_2.00 (59.1%);M04611_2.00 (51.5%);M04613_2.00 (57.9%);M04621_2.00 (53.6%);M04650_2.00 (58.3%);M04653_2.00 (61.2%);M05853_2.00 (50.3%);M06179_2.00 (52.8%);M07562_2.00 (54.3%);M07565_2.00 (51.9%);M07566_2.00 (52.3%);M07578_2.00 (52.7%);M07581_2.00 (53.5%);M07582_2.00 (52.4%);M07586_2.00 (50.1%);M07590_2.00 (56.3%);M07598_2.00 (56.3%);M07600_2.00 (56.0%);M07610_2.00 (62.3%);M07613_2.00 (60.5%);M07618_2.00 (51.0%);M07620_2.00 (53.1%);M07628_2.00 (50.7%);M07634_2.00 (51.7%);M07635_2.00 (53.8%);M07645_2.00 (51.1%);M07646_2.00 (53.2%);M07649_2.00 (54.2%);M07654_2.00 (51.8%);M07656_2.00 (50.8%);M07657_2.00 (53.5%);M07658_2.00 (53.8%);M07662_2.00 (51.8%);M07667_2.00 (55.9%);M07679_2.00 (51.2%);M07683_2.00 (55.4%);M07685_2.00 (52.5%);M07687_2.00 (55.9%);M07689_2.00 (56.9%);M07699_2.00 (51.7%);M07700_2.00 (55.1%);M07701_2.00 (53.7%);M07702_2.00 (50.1%);M07703_2.00 (50.1%);M07712_2.00 (54.3%);M07714_2.00 (50.7%);M07715_2.00 (56.0%);M07720_2.00 (50.5%);M07723_2.00 (50.1%);M07729_2.00 (50.1%);M07754_2.00 (54.3%);M07761_2.00 (54.1%);M07764_2.00 (56.7%);M07767_2.00 (53.1%);M07775_2.00 (51.4%);M08252_2.00 (53.3%);M08254_2.00 (55.2%);M08255_2.00 (52.2%);M08267_2.00 (55.5%);M08274_2.00 (52.5%);M08291_2.00 (51.2%);M08295_2.00 (51.8%);M08309_2.00 (53.6%);M08311_2.00 (52.0%);M08314_2.00 (59.6%);M08325_2.00 (58.6%);M08329_2.00 (51.5%);M08330_2.00 (53.6%);M08334_2.00 (54.5%);M08335_2.00 (50.0%);M08347_2.00 (55.2%);M08355_2.00 (57.0%);M08371_2.00 (51.6%);M08373_2.00 (54.8%);M08375_2.00 (57.2%);M08381_2.00 (50.5%);M08392_2.00 (52.7%);M08395_2.00 (51.1%);M08860_2.00 (50.7%);M08887_2.00 (58.1%);M08901_2.00 (56.3%);M08921_2.00 (50.1%);M08934_2.00 (56.8%);M08944_2.00 (59.6%);M08949_2.00 (51.8%);M08985_2.00 (52.4%);MA0130.1 (50.3%);MA0528.1 (52.9%);MA1124.1 (61.4%);MA1154.1 (50.9%);MA1155.1 (51.2%);MA1587.1 (56.8%);MA1589.1 (53.6%);MA1596.1 (50.8%);MA1597.1 (55.7%);MA1599.1 (52.2%);MA1600.1 (53.2%);MA1601.1 (55.4%);MA1602.1 (54.7%);MA1656.1 (53.2%)	1
A0A087WW90	GTF2I					a0a087ww90.af3.5.meme;a0a087ww90.af3.3.meme;a0a087ww90.af3.4.meme;a0a087ww90.af3.2.meme;a0a087ww90.af3.0.meme;a0a087ww90.af3.1.meme	AlphaFold	a0a087ww90.af3.5.meme;a0a087ww90.af3.3.meme;a0a087ww90.af3.4.meme;a0a087ww90.af3.2.meme;a0a087ww90.af3.0.meme;a0a087ww90.af3.1.meme	1
A0A087WWX5	zf-C2H2_4,zf-C2H2,zf-BED,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2HC_2,RRN7	MA0741.1					Identical_PWM	MA0741.1	1
A0A087WX29	RRM_3,RRM_6,RRM_1						Unannotated		0
A0A087WXA8	zf-C2H2_4,C1_4,zf-C2H2,DNA_RNApol_7kD,zf-C2H2_jaz,KRAB,zf-H2C2_2,Yippee,HTH_Tnp_ISL3,CxxC_CxxC_SSSS,DUF2039,zf-C2H2_6			M00134_2.00 (50.8%);M00142_2.00 (55.6%);M00609_2.00 (52.2%);M00779_2.00 (50.0%);M00782_2.00 (55.0%);M00786_2.00 (53.3%);M00939_2.00 (64.7%);M00943_2.00 (67.0%);M00944_2.00 (69.4%);M00945_2.00 (54.0%);M00948_2.00 (64.7%);M00950_2.00 (64.7%);M00952_2.00 (67.0%);M00953_2.00 (68.2%);M00955_2.00 (68.2%);M00958_2.00 (63.5%);M00959_2.00 (67.0%);M00960_2.00 (67.0%);M01456_2.00 (56.6%);M01474_2.00 (50.0%);M02924_2.00 (62.0%);M03671_2.00 (53.3%);M04387_2.00 (63.0%);M04465_2.00 (58.5%);M04505_2.00 (57.9%);M04536_2.00 (55.2%);M04598_2.00 (58.7%);M04611_2.00 (62.2%);M04613_2.00 (58.0%);M04621_2.00 (56.3%);M04650_2.00 (60.1%);M04653_2.00 (62.5%);M05844_2.00 (50.6%);M05855_2.00 (52.0%);M07562_2.00 (56.3%);M07578_2.00 (58.0%);M07587_2.00 (53.4%);M07600_2.00 (53.1%);M07607_2.00 (50.3%);M07610_2.00 (60.4%);M07618_2.00 (51.7%);M07620_2.00 (53.7%);M07623_2.00 (50.7%);M07648_2.00 (54.4%);M07649_2.00 (56.2%);M07660_2.00 (54.7%);M07667_2.00 (53.6%);M07678_2.00 (50.1%);M07699_2.00 (51.3%);M07701_2.00 (53.7%);M07702_2.00 (51.3%);M07706_2.00 (61.1%);M07707_2.00 (50.1%);M07712_2.00 (53.9%);M07720_2.00 (50.0%);M07746_2.00 (53.2%);M07753_2.00 (55.3%);M07754_2.00 (56.7%);M07764_2.00 (52.8%);M07767_2.00 (50.3%);M07775_2.00 (50.9%);M07777_2.00 (50.2%);M08247_2.00 (54.4%);M08252_2.00 (57.2%);M08254_2.00 (55.2%);M08255_2.00 (51.9%);M08267_2.00 (59.2%);M08291_2.00 (52.1%);M08311_2.00 (51.4%);M08325_2.00 (59.4%);M08329_2.00 (60.3%);M08334_2.00 (56.2%);M08342_2.00 (52.4%);M08355_2.00 (57.5%);M08365_2.00 (56.0%);M08373_2.00 (56.2%);M08375_2.00 (55.6%);M08392_2.00 (53.0%);M08395_2.00 (55.3%);M08859_2.00 (56.1%);M08867_2.00 (50.0%);M08901_2.00 (57.1%);M08917_2.00 (50.3%);M08921_2.00 (50.4%);M08934_2.00 (53.5%);M08985_2.00 (60.3%);MA0528.1 (50.4%);MA1124.1 (63.3%);MA1154.1 (59.7%);MA1602.1 (53.0%);MA1656.1 (52.7%)			Relatively_Homologous_PWM	M00134_2.00 (50.8%);M00142_2.00 (55.6%);M00609_2.00 (52.2%);M00779_2.00 (50.0%);M00782_2.00 (55.0%);M00786_2.00 (53.3%);M00939_2.00 (64.7%);M00943_2.00 (67.0%);M00944_2.00 (69.4%);M00945_2.00 (54.0%);M00948_2.00 (64.7%);M00950_2.00 (64.7%);M00952_2.00 (67.0%);M00953_2.00 (68.2%);M00955_2.00 (68.2%);M00958_2.00 (63.5%);M00959_2.00 (67.0%);M00960_2.00 (67.0%);M01456_2.00 (56.6%);M01474_2.00 (50.0%);M02924_2.00 (62.0%);M03671_2.00 (53.3%);M04387_2.00 (63.0%);M04465_2.00 (58.5%);M04505_2.00 (57.9%);M04536_2.00 (55.2%);M04598_2.00 (58.7%);M04611_2.00 (62.2%);M04613_2.00 (58.0%);M04621_2.00 (56.3%);M04650_2.00 (60.1%);M04653_2.00 (62.5%);M05844_2.00 (50.6%);M05855_2.00 (52.0%);M07562_2.00 (56.3%);M07578_2.00 (58.0%);M07587_2.00 (53.4%);M07600_2.00 (53.1%);M07607_2.00 (50.3%);M07610_2.00 (60.4%);M07618_2.00 (51.7%);M07620_2.00 (53.7%);M07623_2.00 (50.7%);M07648_2.00 (54.4%);M07649_2.00 (56.2%);M07660_2.00 (54.7%);M07667_2.00 (53.6%);M07678_2.00 (50.1%);M07699_2.00 (51.3%);M07701_2.00 (53.7%);M07702_2.00 (51.3%);M07706_2.00 (61.1%);M07707_2.00 (50.1%);M07712_2.00 (53.9%);M07720_2.00 (50.0%);M07746_2.00 (53.2%);M07753_2.00 (55.3%);M07754_2.00 (56.7%);M07764_2.00 (52.8%);M07767_2.00 (50.3%);M07775_2.00 (50.9%);M07777_2.00 (50.2%);M08247_2.00 (54.4%);M08252_2.00 (57.2%);M08254_2.00 (55.2%);M08255_2.00 (51.9%);M08267_2.00 (59.2%);M08291_2.00 (52.1%);M08311_2.00 (51.4%);M08325_2.00 (59.4%);M08329_2.00 (60.3%);M08334_2.00 (56.2%);M08342_2.00 (52.4%);M08355_2.00 (57.5%);M08365_2.00 (56.0%);M08373_2.00 (56.2%);M08375_2.00 (55.6%);M08392_2.00 (53.0%);M08395_2.00 (55.3%);M08859_2.00 (56.1%);M08867_2.00 (50.0%);M08901_2.00 (57.1%);M08917_2.00 (50.3%);M08921_2.00 (50.4%);M08934_2.00 (53.5%);M08985_2.00 (60.3%);MA0528.1 (50.4%);MA1124.1 (63.3%);MA1154.1 (59.7%);MA1602.1 (53.0%);MA1656.1 (52.7%)	1
A0A087WXP2	MH1,NfI_DNAbd_pre-N,CTF_NFI	M05741_2.00					Identical_PWM	M05741_2.00	1
A0A087WXQ5	VGCC_alpha2,RRM_1,RRM_6,Calcipressin,OB_RNB,RRM_3,RRM_5					a0a087wxq5.af3.5.meme;a0a087wxq5.af3.2.meme;a0a087wxq5.af3.0.meme;a0a087wxq5.af3.4.meme;a0a087wxq5.af3.1.meme;a0a087wxq5.af3.3.meme	AlphaFold	a0a087wxq5.af3.5.meme;a0a087wxq5.af3.2.meme;a0a087wxq5.af3.0.meme;a0a087wxq5.af3.4.meme;a0a087wxq5.af3.1.meme;a0a087wxq5.af3.3.meme	1
A0A087WXS2	HNF-1_N,HTH_37,TBD,HTH_5,IcmF-related,DUF2183		M00408_2.00 (78.9%);MA0153.1 (82.2%)				Homologous_PWM	M00408_2.00 (78.9%);MA0153.1 (82.2%)	1
A0A087WXT3	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,zf-AN1,KRAB,zf-H2C2_2,HTH_Tnp_ISL3,Siva,Zn_Tnp_IS1595,C1_1,zf-H2C2_5,XS,zf-C2H2_6,GATA,BolA		M08263_2.00 (92.6%)				Homologous_PWM	M08263_2.00 (92.6%)	1
A0A087WXU1	DUF3313,MAS20	MA0620.2					Identical_PWM	MA0620.2	1
A0A087WXV4	Foamy_virus_ENV,Hormone_recep,Se-cys_synth_N,zf-C4	MA0114.1					Identical_PWM	MA0114.1	1
A0A087WXV5	HTH_23,PAX,HTH_32,HTH_29	MA0779.1					Identical_PWM	MA0779.1	1
A0A087WXW6	zf-C2H2_4,DUF2225,zf-LITAF-like,Elf1,zf-C2H2,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,zf-C2H2_2,zf-C2HC_2,zf-C2H2_6,BolA		M08979_2.00 (84.5%)				Homologous_PWM	M08979_2.00 (84.5%)	1
A0A087WXZ1	P53	M11197_2.00					Identical_PWM	M11197_2.00	1
A0A087WYF4	zf-C2H2_4,C1_4,zf-C2H2,FYVE,TFIIS_C,zf-BED,zf-C2H2_jaz,zf-HIT,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6			M00019_2.00 (50.8%);M00764_2.00 (61.6%);M00782_2.00 (57.9%);M00939_2.00 (66.6%);M00943_2.00 (63.0%);M00944_2.00 (66.6%);M00945_2.00 (54.6%);M00948_2.00 (63.0%);M00950_2.00 (64.2%);M00952_2.00 (63.0%);M00953_2.00 (65.4%);M00955_2.00 (63.0%);M00958_2.00 (64.2%);M00959_2.00 (63.0%);M00960_2.00 (65.4%);M01456_2.00 (54.7%);M01531_2.00 (50.9%);M02924_2.00 (59.2%);M04387_2.00 (56.7%);M04465_2.00 (51.0%);M04475_2.00 (54.4%);M04598_2.00 (57.3%);M04613_2.00 (59.4%);M04621_2.00 (60.1%);M04650_2.00 (60.4%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.5%);M07566_2.00 (53.5%);M07578_2.00 (51.9%);M07579_2.00 (58.7%);M07581_2.00 (56.1%);M07588_2.00 (50.6%);M07601_2.00 (53.2%);M07633_2.00 (52.1%);M07638_2.00 (59.7%);M07656_2.00 (53.2%);M07659_2.00 (53.5%);M07678_2.00 (61.1%);M07683_2.00 (51.4%);M07689_2.00 (50.2%);M07731_2.00 (53.0%);M07747_2.00 (50.0%);M07753_2.00 (57.9%);M07770_2.00 (50.5%);M08234_2.00 (53.6%);M08247_2.00 (52.9%);M08254_2.00 (52.4%);M08267_2.00 (55.6%);M08292_2.00 (55.7%);M08314_2.00 (50.6%);M08325_2.00 (58.0%);M08329_2.00 (54.5%);M08334_2.00 (54.4%);M08335_2.00 (51.7%);M08355_2.00 (55.9%);M08357_2.00 (52.2%);M08366_2.00 (50.0%);M08367_2.00 (50.5%);M08373_2.00 (52.2%);M08375_2.00 (55.1%);M08386_2.00 (52.5%);M08395_2.00 (55.7%);M08901_2.00 (53.5%);M08985_2.00 (60.4%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (61.7%);MA1154.1 (52.4%);MA1587.1 (59.5%);MA1588.1 (50.2%);MA1596.1 (52.9%);MA1601.1 (51.4%);MA1602.1 (52.4%);MA1656.1 (51.6%)			Relatively_Homologous_PWM	M00019_2.00 (50.8%);M00764_2.00 (61.6%);M00782_2.00 (57.9%);M00939_2.00 (66.6%);M00943_2.00 (63.0%);M00944_2.00 (66.6%);M00945_2.00 (54.6%);M00948_2.00 (63.0%);M00950_2.00 (64.2%);M00952_2.00 (63.0%);M00953_2.00 (65.4%);M00955_2.00 (63.0%);M00958_2.00 (64.2%);M00959_2.00 (63.0%);M00960_2.00 (65.4%);M01456_2.00 (54.7%);M01531_2.00 (50.9%);M02924_2.00 (59.2%);M04387_2.00 (56.7%);M04465_2.00 (51.0%);M04475_2.00 (54.4%);M04598_2.00 (57.3%);M04613_2.00 (59.4%);M04621_2.00 (60.1%);M04650_2.00 (60.4%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.5%);M07566_2.00 (53.5%);M07578_2.00 (51.9%);M07579_2.00 (58.7%);M07581_2.00 (56.1%);M07588_2.00 (50.6%);M07601_2.00 (53.2%);M07633_2.00 (52.1%);M07638_2.00 (59.7%);M07656_2.00 (53.2%);M07659_2.00 (53.5%);M07678_2.00 (61.1%);M07683_2.00 (51.4%);M07689_2.00 (50.2%);M07731_2.00 (53.0%);M07747_2.00 (50.0%);M07753_2.00 (57.9%);M07770_2.00 (50.5%);M08234_2.00 (53.6%);M08247_2.00 (52.9%);M08254_2.00 (52.4%);M08267_2.00 (55.6%);M08292_2.00 (55.7%);M08314_2.00 (50.6%);M08325_2.00 (58.0%);M08329_2.00 (54.5%);M08334_2.00 (54.4%);M08335_2.00 (51.7%);M08355_2.00 (55.9%);M08357_2.00 (52.2%);M08366_2.00 (50.0%);M08367_2.00 (50.5%);M08373_2.00 (52.2%);M08375_2.00 (55.1%);M08386_2.00 (52.5%);M08395_2.00 (55.7%);M08901_2.00 (53.5%);M08985_2.00 (60.4%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (61.7%);MA1154.1 (52.4%);MA1587.1 (59.5%);MA1588.1 (50.2%);MA1596.1 (52.9%);MA1601.1 (51.4%);MA1602.1 (52.4%);MA1656.1 (51.6%)	1
A0A087WYK5	zf-C2H2_4,C1_4,zf-C2H2,DNA_RNApol_7kD,C1_3,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,ADK_lid,GAGA,Zn_Tnp_IS1595,zf-C2H2_6,BolA		M00955_2.00 (77.6%);M08295_2.00 (75.1%)				Homologous_PWM	M00955_2.00 (77.6%);M08295_2.00 (75.1%)	1
A0A087WYR5	zf-C2H2_4,zf-C2H2,Zn_ribbon_recom,YhfH,zf-C2H2_jaz,XPA_N,zf-met,zf-H2C2_2,C1_4,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-MYND,zf-C2H2_6,KRAB,Siva,LIM,zf-BED,CxxC_CxxC_SSSS,HTH_18,Ribosomal_L44,BolA			M00782_2.00 (59.8%);M00786_2.00 (50.2%);M00939_2.00 (67.0%);M00943_2.00 (58.8%);M00944_2.00 (61.1%);M00945_2.00 (56.3%);M00948_2.00 (58.8%);M00950_2.00 (56.4%);M00952_2.00 (58.8%);M00953_2.00 (58.8%);M00955_2.00 (60.2%);M00958_2.00 (58.8%);M00959_2.00 (58.8%);M00960_2.00 (60.0%);M01456_2.00 (53.7%);M01474_2.00 (53.4%);M02924_2.00 (59.2%);M04387_2.00 (54.2%);M04465_2.00 (52.8%);M04515_2.00 (58.4%);M04598_2.00 (56.5%);M04611_2.00 (53.7%);M04613_2.00 (52.3%);M04621_2.00 (57.9%);M04650_2.00 (59.5%);M07562_2.00 (50.4%);M07581_2.00 (58.8%);M07587_2.00 (57.6%);M07601_2.00 (52.7%);M07648_2.00 (52.7%);M07657_2.00 (51.5%);M07660_2.00 (55.5%);M07678_2.00 (59.2%);M07693_2.00 (54.5%);M07712_2.00 (54.3%);M07723_2.00 (50.0%);M07746_2.00 (52.2%);M07753_2.00 (55.6%);M07754_2.00 (54.0%);M07762_2.00 (56.0%);M07777_2.00 (53.4%);M08234_2.00 (55.7%);M08247_2.00 (52.4%);M08252_2.00 (57.8%);M08254_2.00 (52.8%);M08255_2.00 (56.9%);M08267_2.00 (60.9%);M08292_2.00 (56.2%);M08300_2.00 (51.6%);M08314_2.00 (53.2%);M08325_2.00 (53.1%);M08329_2.00 (56.8%);M08334_2.00 (59.2%);M08335_2.00 (55.5%);M08355_2.00 (59.8%);M08373_2.00 (51.8%);M08375_2.00 (57.1%);M08392_2.00 (53.0%);M08395_2.00 (57.1%);M08903_2.00 (50.7%);M08949_2.00 (58.6%);M08985_2.00 (59.0%);MA0056.1 (52.6%);MA1124.1 (56.3%);MA1154.1 (51.0%);MA1588.1 (52.0%)			Relatively_Homologous_PWM	M00782_2.00 (59.8%);M00786_2.00 (50.2%);M00939_2.00 (67.0%);M00943_2.00 (58.8%);M00944_2.00 (61.1%);M00945_2.00 (56.3%);M00948_2.00 (58.8%);M00950_2.00 (56.4%);M00952_2.00 (58.8%);M00953_2.00 (58.8%);M00955_2.00 (60.2%);M00958_2.00 (58.8%);M00959_2.00 (58.8%);M00960_2.00 (60.0%);M01456_2.00 (53.7%);M01474_2.00 (53.4%);M02924_2.00 (59.2%);M04387_2.00 (54.2%);M04465_2.00 (52.8%);M04515_2.00 (58.4%);M04598_2.00 (56.5%);M04611_2.00 (53.7%);M04613_2.00 (52.3%);M04621_2.00 (57.9%);M04650_2.00 (59.5%);M07562_2.00 (50.4%);M07581_2.00 (58.8%);M07587_2.00 (57.6%);M07601_2.00 (52.7%);M07648_2.00 (52.7%);M07657_2.00 (51.5%);M07660_2.00 (55.5%);M07678_2.00 (59.2%);M07693_2.00 (54.5%);M07712_2.00 (54.3%);M07723_2.00 (50.0%);M07746_2.00 (52.2%);M07753_2.00 (55.6%);M07754_2.00 (54.0%);M07762_2.00 (56.0%);M07777_2.00 (53.4%);M08234_2.00 (55.7%);M08247_2.00 (52.4%);M08252_2.00 (57.8%);M08254_2.00 (52.8%);M08255_2.00 (56.9%);M08267_2.00 (60.9%);M08292_2.00 (56.2%);M08300_2.00 (51.6%);M08314_2.00 (53.2%);M08325_2.00 (53.1%);M08329_2.00 (56.8%);M08334_2.00 (59.2%);M08335_2.00 (55.5%);M08355_2.00 (59.8%);M08373_2.00 (51.8%);M08375_2.00 (57.1%);M08392_2.00 (53.0%);M08395_2.00 (57.1%);M08903_2.00 (50.7%);M08949_2.00 (58.6%);M08985_2.00 (59.0%);MA0056.1 (52.6%);MA1124.1 (56.3%);MA1154.1 (51.0%);MA1588.1 (52.0%)	1
A0A087WYY0	RRM_1,RRM_6,OB_RNB,RRM_3,RRM_5					a0a087wyy0.af3.3.meme;a0a087wyy0.af3.5.meme;a0a087wyy0.af3.4.meme;a0a087wyy0.af3.0.meme;a0a087wyy0.af3.2.meme;a0a087wyy0.af3.1.meme	AlphaFold	a0a087wyy0.af3.3.meme;a0a087wyy0.af3.5.meme;a0a087wyy0.af3.4.meme;a0a087wyy0.af3.0.meme;a0a087wyy0.af3.2.meme;a0a087wyy0.af3.1.meme	1
A0A087WZ09	Elf1,DUF2387,BaffR-Tall_bind,Golgin_A5,ArfGap,CxxC_CxxC_SSSS,eIF-5_eIF-2B,GATA-N,TF_Zn_Ribbon,Zn_Tnp_IS1595,Prim_Zn_Ribbon,DZR,GATA	MA0482.2					Identical_PWM	MA0482.2	1
A0A087WZ88	Hormone_recep,zf-C4	MA0856.1					Identical_PWM	MA0856.1	1
A0A087WZC2	HNF-1_N,HNF-1B_C,HTH_5,Homeobox,DUF2183	MA0153.1					Identical_PWM	MA0153.1	1
A0A087WZJ7	zf-C2H2_4,zf-C2H2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_4,TFIIS_C,zf-CHY,HTH_Tnp_ISL3,Zn_Tnp_IS1595,DUF2321,zf-C2H2_6,Desulfoferrod_N,ROS_MUCR,ADK_lid,DUF2868,DNA_RNApol_7kD,zf-trcl,DUF1610,CxxC_CxxC_SSSS,DUF164,BolA		M00955_2.00 (77.6%);M07715_2.00 (70.3%);M08381_2.00 (70.2%)				Homologous_PWM	M00955_2.00 (77.6%);M07715_2.00 (70.3%);M08381_2.00 (70.2%)	1
